CMDLINE qontract-reconcile --config config.debug.toml --dry-run openshift-saas-deploy-trigger-moving-commits
MEM 0.792969 1622982577.4651
MEM 15.390625 1622982577.5741
MEM 17.304688 1622982577.6838
MEM 20.941406 1622982577.7927
MEM 29.425781 1622982577.9018
MEM 39.742188 1622982578.0110
MEM 49.023438 1622982578.1204
MEM 53.781250 1622982578.2299
MEM 59.578125 1622982578.3396
MEM 66.769531 1622982578.4490
MEM 67.523438 1622982578.5599
MEM 68.042969 1622982578.6701
MEM 68.660156 1622982578.7803
MEM 68.660156 1622982578.8896
MEM 68.660156 1622982579.0037
MEM 68.660156 1622982579.1132
MEM 76.183594 1622982579.2228
MEM 76.183594 1622982579.3377
MEM 76.183594 1622982579.4535
MEM 76.183594 1622982579.5630
MEM 77.441406 1622982579.6729
MEM 77.441406 1622982579.7826
MEM 77.882812 1622982579.8924
MEM 77.882812 1622982580.0018
MEM 77.882812 1622982580.1191
MEM 77.957031 1622982580.2372
MEM 77.957031 1622982580.3559
MEM 79.261719 1622982580.4741
MEM 79.261719 1622982580.5921
MEM 79.261719 1622982580.7112
MEM 79.261719 1622982580.8292
MEM 79.261719 1622982580.9558
MEM 79.328125 1622982581.0739
MEM 79.328125 1622982581.1936
MEM 79.328125 1622982581.3034
MEM 79.328125 1622982581.4169
MEM 79.328125 1622982581.5389
MEM 79.328125 1622982581.6634
MEM 79.328125 1622982581.7806
MEM 83.863281 1622982581.9013
MEM 84.371094 1622982582.0217
MEM 90.320312 1622982582.1397
MEM 137.289062 1622982582.2514
MEM 142.238281 1622982582.3627
MEM 160.339844 1622982582.4749
MEM 436.832031 1622982582.6138
MEM 578.308594 1622982582.7277
MEM 624.652344 1622982582.8477
MEM 627.785156 1622982582.9699
MEM 588.332031 1622982583.0912
MEM 597.535156 1622982583.2138
MEM 560.480469 1622982583.3338
MEM 411.347656 1622982583.4585
MEM 374.062500 1622982583.5728
MEM 224.582031 1622982583.6922
MEM 300.105469 1622982583.8016
MEM 305.031250 1622982583.9118
MEM 305.031250 1622982584.0351
MEM 327.285156 1622982584.1450
MEM 91.433594 1622982584.2565
MEM 269.652344 1622982584.3679
MEM 150.664062 1622982584.4897
MEM 87.382812 1622982584.6183
MEM 87.382812 1622982584.7361
MEM 87.382812 1622982584.8654
MEM 87.371094 1622982584.9764
MEM 93.996094 1622982585.0869
MEM 93.996094 1622982585.2051
MEM 93.996094 1622982585.3146
MEM 94.546875 1622982585.4448
MEM 95.035156 1622982585.5735
MEM 95.035156 1622982585.7050
MEM 95.035156 1622982585.8176
MEM 95.035156 1622982585.9337
MEM 95.035156 1622982586.0478
MEM 95.484375 1622982586.1590
MEM 95.484375 1622982586.2684
MEM 95.484375 1622982586.3865
MEM 101.464844 1622982586.5008
MEM 101.617188 1622982586.6109
MEM 101.617188 1622982586.7293
MEM 101.781250 1622982586.8551
MEM 102.078125 1622982586.9816
MEM 104.863281 1622982587.0998
MEM 104.863281 1622982587.2305
MEM 104.898438 1622982587.3638
MEM 105.093750 1622982587.4794
MEM 105.179688 1622982587.6114
MEM 105.417969 1622982587.7448
MEM 106.179688 1622982587.8604
MEM 108.691406 1622982587.9841
MEM 108.777344 1622982588.1159
MEM 108.800781 1622982588.2459
MEM 108.800781 1622982588.3650
MEM 108.820312 1622982588.4923
MEM 108.824219 1622982588.6176
MEM 108.839844 1622982588.7496
MEM 109.058594 1622982588.8873
MEM 110.164062 1622982589.0057
MEM 110.167969 1622982589.1302
MEM 110.167969 1622982589.2669
MEM 110.460938 1622982589.3875
MEM 110.460938 1622982589.5112
MEM 110.460938 1622982589.6302
MEM 111.136719 1622982589.7595
MEM 111.210938 1622982589.8798
MEM 111.210938 1622982589.9980
MEM 111.210938 1622982590.1117
MEM 111.234375 1622982590.2264
MEM 111.476562 1622982590.3482
MEM 111.476562 1622982590.4738
MEM 111.476562 1622982590.5942
MEM 112.136719 1622982590.7133
MEM 112.226562 1622982590.8485
MEM 112.226562 1622982590.9732
MEM 112.226562 1622982591.1114
MEM 112.445312 1622982591.2368
MEM 112.445312 1622982591.3506
MEM 112.445312 1622982591.4699
MEM 112.464844 1622982591.5818
MEM 112.464844 1622982591.7105
MEM 112.484375 1622982591.8307
MEM 112.597656 1622982591.9534
MEM 112.601562 1622982592.0829
MEM 112.601562 1622982592.1972
MEM 112.625000 1622982592.3223
MEM 112.945312 1622982592.4485
MEM 112.953125 1622982592.5797
MEM 112.953125 1622982592.7054
MEM 112.976562 1622982592.8269
MEM 112.976562 1622982592.9583
MEM 112.976562 1622982593.0870
MEM 112.976562 1622982593.2102
MEM 112.988281 1622982593.3337
MEM 112.988281 1622982593.4442
MEM 112.992188 1622982593.5706
MEM 112.992188 1622982593.7007
MEM 113.000000 1622982593.8342
MEM 113.000000 1622982593.9653
MEM 113.000000 1622982594.0939
MEM 113.000000 1622982594.2227
MEM 113.000000 1622982594.3347
MEM 113.000000 1622982594.4570
MEM 113.007812 1622982594.5799
MEM 113.035156 1622982594.6981
MEM 113.035156 1622982594.8378
MEM 113.054688 1622982594.9502
MEM 113.054688 1622982595.0658
MEM 113.054688 1622982595.2020
MEM 113.054688 1622982595.3266
MEM 113.054688 1622982595.4570
MEM 113.054688 1622982595.5852
MEM 113.054688 1622982595.7192
MEM 113.054688 1622982595.8488
MEM 113.054688 1622982595.9855
MEM 113.109375 1622982596.1091
MEM 113.109375 1622982596.2340
MEM 113.109375 1622982596.3620
MEM 113.191406 1622982596.4813
MEM 113.191406 1622982596.6122
MEM 113.191406 1622982596.7249
MEM 113.226562 1622982596.8511
MEM 113.226562 1622982596.9775
MEM 113.226562 1622982597.1125
MEM 113.226562 1622982597.2332
MEM 113.324219 1622982597.3715
MEM 113.332031 1622982597.5023
MEM 113.332031 1622982597.6130
MEM 113.332031 1622982597.7451
MEM 113.332031 1622982597.8739
MEM 113.351562 1622982598.0038
MEM 113.371094 1622982598.1356
MEM 113.371094 1622982598.2647
MEM 113.371094 1622982598.3922
MEM 113.371094 1622982598.5219
MEM 113.382812 1622982598.6516
MEM 113.382812 1622982598.7734
MEM 113.441406 1622982598.9056
MEM 113.468750 1622982599.0287
MEM 113.468750 1622982599.1599
MEM 113.484375 1622982599.2919
MEM 113.488281 1622982599.4229
MEM 113.488281 1622982599.5548
MEM 113.632812 1622982599.6820
MEM 113.632812 1622982599.8083
